CodeName,ThemeNumber,ThemeName,FirstTenNotes,StartTime,Bookmark
"BerliozSymFantastiqueM1",3,"This is the famous idée fixe, or fixed idea, (perhaps an appropriate modern word would be obsession?). It starts on the violins, at a feverish tempo..","G G C G E E F E E D",296,"C"
"BerliozSymFantastiqueM2",1,"Accompanied by quivering violin chords, this sombre cello tune opens the 2nd movement, with a flourish from the harp..","A C E A C A F A C E",0,"W"
"BerliozSymFantastiqueM2",2,"This waltz is the principal theme of this ball movement, played on the first violins. ","C#B A AbA B C#D E F",42,"C"
"BerliozSymFantastiqueM2",3,"Theme 2 is Berlioz's idée fixe from the 1st movt, in a modified rhythm and played by the oboes and flutes.","C C F C A A BbA A G",131,"C"
"BerliozSymFantastiqueM3",1,"Scène aux champs. Shepherd's calls, on cor anglais, then oboe.","C D G E G A C D G E",0,"C"
"BerliozSymFantastiqueM3",2,"After the introductory 'ranz des vaches', this peaceful simple tune on the violins establishes the feeling of contentment in the countryside.","F F G A BbG BbA G F",108,"C"
"BerliozSymFantastiqueM3",3,"This second theme, also on the violins, continues the tranquil mood, possibly with a hint of disturbing thoughts emerging.","C C C C C C C B C A",224,"C"
"BerliozSymFantastiqueM4",1,"Theme 1 is a sombre plodding march, a descending scale by the cellos and double basses.","G F EbD C BbA G F Eb",0,"L"
"BerliozSymFantastiqueM4",2,"Theme 2 is a triumphant march played by blazing brass and woodwind sections.","BbBbC D EbD C EbD C",97,"W"
"BerliozSymFantastiqueM5",1,"This is the witches' dance, a frenzied tune played by the clarinets.(I've omitted the grace notes and trills from the first 10 notes in the theme dictionary)","BbBbEbBbG G AbAbG G",0,"C"
"BerliozSymFantastiqueM5",2,"The bell tolls, then the ancient plainsong melody Dies Irae (Day of Wrath, from funeral service) is heard on the Ophleicide (here scored for 3rd trombone)","C B C A B G A A C C",246,"C"
"BerliozSymFantastiqueM5",3,"3rd theme","C D E E F G A F E D C",331,"C"
"Besame",1,"Main theme","D D D D E F A G G G G A A A",0,"E"
"BilkStrangerOnShore",1,"main tune","G G G F G E F E C F",0,"E"
"BingeElizabethanSerenade",1,"First theme - a rhythmic 'leitmotiv"","F F C A F F G F F F C",0,"E"
"BingeElizabethanSerenade",2,"Main lyrical tune","C E F G A F C A F C",10,"E"
"Birdland",1,"Main theme","B B A G F#E C#E EbB F#E",0,"J"
"BizetArlesienneAdagietto",1,"A slow lyrical melody played by the string section.","A BbA G A BbA G A C Bb",0,"C"
"BizetArlesienneCarillon",1,"The french horn plays a sort of bell-like ground, which becomes the backdrop for the violin theme.","E C D E C D E C D E ",0,"C"
"BizetArlesienneCarillon",2,"This is the main tune of the carillon, played on the violin.","G D G D C G A B C E",5,"C"
"BizetArlesienneFarandole",1,"A fortissimo orchestral tutti starts up this enegetic theme in D minor","D A D E F E F D A F G A",0,"C"
"BizetArlesienneFarandole",2,"Second theme of the farandole is a fast flute dance tune accompanied by drums.","C B C D E D C B A B ",33,"C"
"BizetArlesienneMinuetto1",1,"The first section of the minuet is a sprightly tune in C minor","G G G G G G F G AbG",0,"C"
"BizetArlesienneMinuetto1",2,"the second section is a slow melody in Ab major","AbBbC C C C C BbC#C",49,"C"
"BizetArlesienneMinuetto2",1,"A lovely tune by the flute accompanied by the harp","E E D C D E F G E C ",0,"W"
"BizetArlesiennePastorale",1,"Main tune","C D E G A B C D E G A B",0,"C"
"BizetArlesiennePrelude",1,"The overture/prelude opens with an energetic tutti in C minor","C G C D EbD EbC G EbF G",0,"C"
"BizetArlesiennePrelude",2,"It is followed by a lyrical calm tune in Ab major.","EbF G AbBbC EbD B C",189,"C"
"BizetCarmenAragonaise",1,"Main tune","A G G F E D D C#D E Bb",0,"C"
"BizetCarmenDanseBohemienne",1,"A lively tune introduced by the flutes.","B B B B A G A B A G A",0,"C"
"BizetCarmenFateMotif",1,"Fate Motif from Carmen","A AbF AbE A A E EbC ",0,"L"
"BizetCarmenHabanera",1,"This dramatic descending chromatic passage on the violins, against a habanera rhythmic figure on the cellos, really expresses Carmen's fiery nature well.","D C#C C C B BbA A Ab",0,"W"
"BizetCarmenHabanera",2,"This new tune now adopts the characteristic habanera rhythm from the cello part, but appears in a major key, at once sounding happier for a while.","A D E F#A F#E D D E",59,"C"
"BizetCarmenIntermezzo",1,"Main theme","C D F E D C G A E A G",0,"C"
"BizetCarmenLaFleur",1,"A beautiful tenor aria from Carmen","E C G E EbE B A G G C C C",0,"C"
"BizetCarmenMarch",1,"A vigorous march tune played by the orchestral tutti.","C C C C G F G C C C ",0,"C"
"BizetCarmenNocturne",1,"Main theme introduced by the horn, then taken up by a solo violin.","E E D E G F E E D E G",0,"C"
"BizetCarmenSeguidilla",1,"Main tune as sung by Carmen","E A B C#D E F G F E D C B",0,"C"
"BizetCarmenToreador",1,"This extremely well known march tune is introduced on the trumpet.","C D C A A A G A BbA",0,"C"
"BizetCarmenToreadorSung",1,"One of the most well-known tunes from Carmen.","C D C A A A G A BbA",0,"W"
"BizetJeuxBerceuse",1,"A lovely slow lyrical tune on the violins.","C B A G C D E G F E D E C",0,"C"
"BizetJeuxDuo",1,"A duet betwenn violin and cello","E F B A G C B A G A B C",0,"C"
"BizetJeuxGalop",1,"An energetic tune, with the strings racing away.","G C B C D E F G C A B C A D",0,"C"
"BizetJeuxImpromptu",1,"Main tune","E D B D C A C A F#A B G#",0,"C"
"BizetJeuxMarche",1,"Heaps of trumpets contribute to the martial sound.","G G C G G C G G C D G",0,"C"
"BizetSymM1",1,"First theme","G G C C C E E E G G G C",0,"C"
"BizetSymM1",2,"Second theme","G G F E E D C C B D G A G",7,"C"
"BizetSymM1",3,"Third theme","D F#A D D B D F#A D B",114,"C"
"BizetSymM2",1,"After a brief chordal intro, this first theme sounds from the oboes, accompanied by pizzicato strings.","E E E F E D E F D E",0,"C"
"BizetSymM2",2,"A smooth soaring theme in the high violins in the relative major key.","G C E G G F E E D C C A",211,"C"
"BizetSymM3",1,"Main theme","D G B G D G A C A D A B",0,"C"
"BizetSymM4",1,"First theme","E D E G D C D E E D E G",0,"C"
"BizetSymM4",2,"Second theme","C G G G A G F E D E D C",30,"C"
"BizetSymM4",3,"Third theme","D B C B A D D F#A C E D",72,"C"
"BizetTempleSaint",1,"Au Fond du Temple Saint  from The Pearl Fishers","C C B B C C A A B B ",0,"C"
"BlackSheep",1,"Baa baa Black Sheep","C C G G A B C A G F ",0,"N"
"BlindMice",1,"Three Blind Mice","E D C E D C G F E G ",0,"N"
"BlowAwayDew",1,"Verse of Blow Away the Morning Dew","G G C C C C C C C C ",0,"F"
"BlowAwayDew",2,"Chorus of Blow away the morning dew.","G G G E E D D D D B D E",12,"F"
"BlowTheManDown",1,"Main Tune","G G A G E C E G A G",0,"F"
"BlueBellOfScotland",1,"Blue Bells of Scotland","G C B A G A B C E E ",0,"F"
"BobbyShaftoe",1,"Bobby Shaftoe","C C C F E G E C G G ",0,"F"
"BoccheriniCelloConcInBbM1",1,"First theme, introduced by orchestra, then taken up by the cello soloist.","G G C C D E D E F E E",0,"C"
"BoccheriniCelloConcInBbM1",2,"Second theme","C F E D C C C C BbA Bb",65,"C"
"BoccheriniCelloConcInBbM2",1,"main theme","G F EbD D EbD C C C C G F#",0,"C"
"BoccheriniCelloConcInBbM3",1,"Main theme","BbBbF BbBbG EbEbD C BbA",0,"C"
"BoccheriniCelloConcInDM1",1,"Main theme","C C C D E F E D C D E F E",0,"C"
"BoccheriniCelloConcInDM2",1,"First theme","G A B C B E D  F G A B A A",0,"C"
"BoccheriniCelloConcInDM2",2,"Second theme","D B C B C D D D D D E B C",78,"C"
"BoccheriniCelloConcInDM3",1,"First theme","E F G G G C D E E E A B C",0,"C"
"BoccheriniCelloConcInDM3",2,"Second theme","C B A G G E F G A B C B",11,"C"
"BoccheriniQuintetInEM3Minuet",1,"Main theme","C B C D C C E G G F F",0,"W"
"BoccheriniQuintetInEM3Minuet",2,"A contasting theme in A minor.","C E B E E E A E G#E",39,"C"
"BoccheriniQuintetInEM3Minuet",3,"Starting theme of the trio.","G F#E E D C#C#B A B",98,"C"
"Bogey",1,"The piccolo plays a brief introductory passage.","C B A G E C E G G A ",0,"E"
"Bogey",2,"This is the main theme, still played on the piccolo, but later taken up by the trumpet, then joined by the clarinet.","G E E F G E E C G E",4,"E"
"Bogey",3,"This counter theme is played on the trombone, alone at first, then it continues in counterpoint with the main theme taken up by the trumpet.","E F G A G F#G F#G A",19,"E"
"Bogey",4,"This dramatic new tune appears on the tuba, accompanied only by the side-drum.","E E E C B A AbA G F E",65,"E"
"BoneyWasAWarrior",1,"Boney was a warrior","G F#G A G E C G A F ",0,"F"
"BorodinPolovetsian",1,"Polovtsian Dances from Prince Igor - introductory theme on flutes","A B C E D C B C B A",0,"C"
"BorodinPolovetsian",2,"The first main theme (and most well-known fragment 'Stranger in paradise') is the Gliding Dance of the Maidens, introduced by the oboe, with the harp in the background, then joined by clarinets and bassoons, then taken up by the strings.","A A E D E C B A B C",53,"L"
"BorodinPolovetsian",3,"The second theme is the Wild Dance of the Men, a sort of dervish, with extremely rapid clarinet passages, later joined by oboes and bassoons, then by violins.","A A B C C D C B B C",165,"C"
"BorodinPolovetsian",4,"The third theme is a General Dance, dramatically introduced by the timpani, then tutti. At this point in the opera, a chorus sung praises to the tribe's Glorious Khan.","G A A B B C C D E F",230,"C"
"BorodinPolovetsian",5,"The fourth theme is a slow chromatic tune on the strings, which later acts as a counter-melody to the General Dance.","G A AbG G G A AbG",271,"C"
"BorodinSteppes",1,"First theme, in its first entrance by the clarinets. (On the Steppes of Central Asia)","E D C#B C#A E B C#B",0,"C"
"BorodinSteppes",2,"Second theme, on the English horn.","E F E G A G A G F E",74,"C"
"BorodinStringQuartet2M1",1,"String Quartet No 2 in A 1st Movt","A C A G F A E A D A ",0,"C"
"BorodinStringQuartet2M2",1,"High rapid string passages open this movement.","C B A G A G C B A G ",0,"C"
"BorodinStringQuartet2M2",2,"This is the alluring tune copied in the pop song "Bangles, Baubles, and Beads".","A D A D B E G C B C",24,"W"
"BorodinStringQuartet2M3",1,"This famous ravishing tune is generally called 'Borodin's Nocturne'. It is introduced by the cello, but later taken up by the violin at a soaring height!    N.B. The ornaments have been removed , to ease the theme look-up process.","C B A B G F G F G A",0,"L"
"BorodinStringQuartet2M4",1,"String Quartet No 2 in A 4th Movt","E G F E D A G E G F ",0,"C"
"BorodinSym1M1",1,"main theme","C B G A E A E F G A B C D",0,"C"
"BorodinSym1M2",1,"Rapid triplets on the strings.","C E G E G A G A C A C D",0,"C"
"BorodinSym1M3",1,"main tune","E G A E G A E G F#E F#A B",0,"C"
"BorodinSym1M4",1,"main tune","C G G A BbF BbF F G AbEb",0,"C"
"BorodinSym2M1",1,"A very dramatic and dark opening to this symphony.","B B B C E EbB D B B B",0,"C"
"BorodinSym2M2",1,"first theme","C F G A C F G A C F G A",0,"C"
"BorodinSym2M3",1,"first theme","C C E E C G A E F G A E",0,"C"
"BorodinSym2M4",1,"First theme","G G A G E D B D A C B A G",0,"C"
"BorodinSym3M1",1,"first theme","A C D B E D C D B A",0,"C"
"BorodinSym3M2",1,"first theme","D F#G F#E A F#G F#E D A",0,"C"
"BotanyBay",1,"Botany Bay","C D E G G D F F E D ",0,"F"
"BrahmsConcertoCelloViolinM1",1,"First theme","A G E F E A B C D C A G",0,"C"
"BrahmsConcertoCelloViolinM1",2,"Second theme","A G A E F G C A G A E F",63,"C"
"BrahmsConcertoCelloViolinM2",1,"First theme","A D E A F#D B B A A D E",0,"C"
"BrahmsConcertoCelloViolinM2",2,"Second theme","A BbC BbA D E E G F C",120,"C"
"BrahmsConcertoCelloViolinM3",1,"First theme","A E E D#D D C B B A E E",0,"C"
"BrahmsConcertoCelloViolinM3",2,"Second theme","G E G C F E D A B G A",93,"C"
"BrahmsHungarianDance1",1,"Main theme","D C D C EbD A BbG",0,"C"
"BrahmsHungarianDance2",1,"Main theme","A A AbA BbA AbA F D A F",0,"C"
"BrahmsHungarianDance3",1,"main theme","C F F BbD C C F E D F C C",0,"C"
"BrahmsHungarianDance4",1,"First theme","E F E C E F E D D E D B",0,"C"
"BrahmsHungarianDance4",2,"Second theme","G G A B C C B C D C B C",68,"C"
"BrahmsHungarianDance5",1,"First theme, in the minor","E A C A AbA B A F G A E",0,"C"
"BrahmsHungarianDance5",2,"Second theme, in tonic major","C G G G G F E F G G",63,"C"
"BrahmsHungarianDance6",1,"Main theme","C G G A G F#G A G C G B A",0,"W"
"BrahmsIntermezzoOp118No2",1,"First theme","E D G E D C C D D G G",0,"C"
"BrahmsIntermezzoOp118No2",2,"Second theme","E A G F E D F B A D",116,"C"
"BrahmsLiebsliederWaltz",1,"Liebslieder Waltz No 6","B C#D E C#C#E B B E",0,"C"
"BrahmsLullaby",1,"Lullaby","E E G E E G E G C B ",0,"C"
"BrahmsOvertureAcademicFestival",1,"Opening theme","C C D B C C D B C BbAbG",0,"C"
"BrahmsOvertureAcademicFestival",2,"Wir hatten gebauet ein stattliches Haus (We have built a stately house)","E D D C G G G F G E",114,"C"
"BrahmsOvertureAcademicFestival",3,"Third theme","C D B C G A B C D B C",158,"C"
"BrahmsOvertureAcademicFestival",4,"Alles schweige! (Hört, ich sing das Lied der Lieder)","B AbE E C#B A AbF#AbF#",230,"C"
"BrahmsOvertureAcademicFestival",5,"Fuchsenritt (Was kommt dort von der Höh') (What comes from afar?)","G G G G G A B B B B B B C",281,"C"
"BrahmsOvertureAcademicFestival",6,"Sixth theme 'Gaudeamus Igitur'","C G G C A A A B C D B C E C",582,"W"
"BrahmsOvertureTragic",1,"First theme","A C F A G F A E E D C BbA",0,"C"
"BrahmsPianoConc2M1",1,"Piano Concerto No 2 in Bb 1st Movt","C D E F E D E G C G ",0,"C"
"BrahmsPianoConc2M2",1,"Piano Concerto No 2 in Bb 2nd Movt","D E D E F A D A G F",0,"C"
"BrahmsPianoConc2M3",1,"Piano Concerto No 2 in Bb 3rd Movt","E D F E D C B A G C ",0,"C"
"BrahmsPianoConc2M4",1,"First  theme","A A AbAbA F D C B B ",0,"W"
"BrahmsPianoConc2M4",2," This 2nd theme is also used by Brahms in one of his love songs for 4 part choir and piano duet, his famous "Liebslieder".","G C B C G A G A G C ",121,"C"
"BrahmsPianoTrioOp87M1",1,"First theme","C E A F D B G G G AbA A",0,"C"
"BrahmsPianoTrioOp87M2",1,"Main theme","A B C A E F G A E D E F D",0,"C"
"BrahmsPianoTrioOp87M3",1,"First theme starts in the tonic minor","G G G G G G F#C D G G G",0,"C"
"BrahmsPianoTrioOp87M3",2,"Second theme returns to C major","C G C E D G C G C E G A D",84,"C"
"BrahmsPianoTrioOp87M4",1,"Main theme","C E F#A G C F#A G E D E C",0,"C"
"BrahmsPianoTrioOp8M1",1,"First theme","G C D E G F E D C D G",0,"C"
"BrahmsPianoTrioOp8M2",1,"Sprightly scherzo-like theme in the relative minor.","F#F#B B C#D D C#B B BbB",0,"C"
"BrahmsPianoTrioOp8M2",2,"More lyrical 2nd theme, back in B major.","E C D E C D E C D F E",126,"C"
"BrahmsPianoTrioOp8M3",1,"Stately slow theme introduced with high chords by the piano","G F E D C F E D G A D B G",0,"C"
"BrahmsPianoTrioOp8M4",1,"Sombre first theme by the cello","G G G G F#F F F F F#",0,"C"
"BrahmsPianoTrioOp8M4",2,"Piano takes up the confident second theme","C E G C E D G C E F G",78,"C"
"BrahmsSym1M1",1,"a slow chromatic introduction","C BbA AbG F EbD D EbF",0,"C"
"BrahmsSym1M2",1,"main theme","E F A G F E D D D EbC C B",0,"C"
"BrahmsSym1M3",1,"first theme","G F E F E D E F E D E D C",0,"C"
"BrahmsSym1M4",1,"Main theme","G C B C A G C D E D E C D",0,"C"
"BrahmsSym2M1",1,"The first theme is a stately tune on horns, with the cellos and basses holding a solid foundation. They are soon joined by the woodwind.","F#A A D E F#E D A A",0,"C"
"BrahmsSym2M1",2,"This 2nd theme is where the violins enter, with a soaring tune.","A AbA F#E C#A D F# A D",76,"C"
"BrahmsSym2M1",3,"The 3rd theme is played on violas accompanied by cellos, a lyrical flowing melody.","C#A B C#A C#F#E D C#",136,"C"
"BrahmsSym2M2",1,"First theme","G F E D C#G F D B C",0,"C"
"BrahmsSym2M3",1,"First theme","B B C B B E B B D C A B",0,"C"
"BrahmsSym2M4",1,"First theme","C B C E C A G B C E G F E",0,"C"
"BrahmsSym3M1",1,"The sweeping first theme is announced by the strings.","C G E D C G EbD C Ab",0,"W"
"BrahmsSym3M1",2,"Theme 2 enters on the clarinets, in the remote key of A major, and new time signature of 9/4.","G A B C E D A B A G",96,"C"
"BrahmsSym3M1",3,"Theme 3 comes in on the oboes, in the even more distant key of C# major.","C B C G E F G E C D",125,"C"
"BrahmsSym3M2",1,"first theme","C D B C G A G A G F E E",0,"C"
"BrahmsSym3M3",1,"first theme","C D EbG F D C D EbBbAbD",0,"C"
"BrahmsSym3M4",1,"main theme","C B C DbC DbF AbG F G F",0,"C"
"BrahmsSym4M1",1,"Symphony No 4 in E minor Op 96 1st Movt","B G E C A F#EbB E E",0,"C"
"BrahmsSym4M1",2,"This 2nd theme on the violins, surges up and away from the calmness of the opening theme.","D C#B A G D C#BbB D",80,"C"
"BrahmsSym4M1",3,"This is the dramatic 3rd theme introduced on the horns.","C C E G E AbG E C C",94,"W"
"BrahmsSym4M1",4,"The 4th theme is a new melody introduced by the cellos.","F#E F#E D G F#C#D E",101,"C"
"BrahmsSym4M1",5,"The 5th theme comes in on the 2nd violins, a bright descending scale passage.","B BbAbF#F EbC#AbF#Eb",156,"C"
"BrahmsSym4M1",6,"The 6th theme on clarinets continues Brahms' outpouring of fresh melodies.","EbE F F#F#E EbC C#Eb",165,"C"
"BrahmsSym4M2",1,"Symphony No 4 in E minor Op 98 2nd Movt","E E F G E E D C E E ",0,"C"
"BrahmsSym4M3",1,"Symphony No 4 in E minor Op98 3rd Movt","C B A G F G C B A F",0,"C"
"BrahmsSym4M4",1,"main theme","E F#G A BbB B E",0,"C"
"BrahmsViolinConcM1",1,"First theme, introduced by the orchestra.","D F#D B A F#A D F#A",0,"W"
"BrahmsViolinConcM1",2,"Second theme, a spirited vigorous entry.","A A A A D C#E A A A",139,"C"
"BrahmsViolinConcM1",3,"Third theme, a wonderful flowing melody.","AbA D C#E B A G#A B",387,"L"
"BrahmsViolinConcM2",1,"Violin Concerto in D Op 77 2nd Movt","E C G C E D C D G E ",0,"C"
"BrahmsViolinConcM3",1,"A vigorous theme on the solo violin starts this 3rd movement.","E F F G E  F F G E C E A E",0,"C"
"BrahmsWaltzAb",1,"Waltz in Ab for piano","E C C E E C C E F G ",0,"W"
"BritishGrenadiers",1,"British Grenadiers March","G G C G C D E D E F ",0,"F"
"BruchAMinor",1,"After a brief piano intro, this is the cello theme.","F E B C B F A AbAbC",0,"C"
"BruchRumanianMelody",1,"Rumanian melody Op 83 No 5 (from 6 pieces for trio)","A C E EbE F E EbE Eb",0,"C"
"BruchViolinConcM1",1,"First theme of Violin Concerto No 1 in G minor 1st Movt","E D C E D C E A C E ",0,"C"
"BruchViolinConcM2",1,"First theme from Violin Concerto No 1 in G minor - 2nd Movt","E D A A G A B B C E ",0,"C"
"BruchViolinConcM2",2,"Second and best-loved theme from the slow movement","G A F E D E F G A B C C C E G",48,"W"
"BruchViolinConcM3",1,"Main theme","B B C B D B B C B D",0,"C"
"BrucknerRomanticM1",1,"Symphony No 4 in Eb - Romantic - 1st Movt","G C C G AbC C G G C ",0,"L"
"BrucknerRomanticM1",2,"Theme 2 on flutes and oboes rises in a crescendo, with a rhythmic pattern of 2 crotchets, then 3 triplet crotchets, per bar","E F G AbBbC F C D E",95,"C"
"BrucknerRomanticM1",3,"Theme 3 is a lilting happy tune on the strings.","E E G F F D G E E G",158,"C"
"BrucknerRomanticM2",1,"first theme","G C G BbAbG F G C G D",0,"C"
"BrucknerRomanticM3",1,"First theme, a hunting song.","C C C C G C C G G G G E G G",0,"C"
"BrucknerRomanticM4",1,"first theme","EbEbB B B C#EbBbEbE",0,"C"
"BrucknerSacerdosmagnus",1,"Main theme starts with open fifths by the choir.","E E E E E E E F F F F F F G",0,"S"
"ByrdAveVerumCorpus",1,"Main theme","G F#A G F#G F#E F#G",0,"S"
"ByrdPavanSalisbury",1,"Pavan - The Earle of Salisbury","E A C B E F#G A AbA",0,"C"
"Campbells",1,"Main theme","C E G A G E C E E E",0,"F"
"CanteloubeAuvergneBailero",1,"Bailero from Songs of the Auvergne","G E D C B A C E G E",0,"C"
"CanteloubeAuvergneBailero",2,"This is the soprano tune of Bailero.","E E E E E E E E E E",58,"C"
"CapeCodGirls",1,"Cape Cod Girls","E E G G C C G C E G ",0,"F"
"ChabrierEspana",1,"First main theme, imitating castanets.","F F F D D D C C D D D",0,"C"
"ChabrierEspana",2,"Second theme","A G F D C F A C E D E D C",56,"C"
"ChabrierEspana",3,"Third theme","D D E D D C D E D C F F",62,"C"
"ChabrierEspana",4,"Fourth theme","C C C C D C BbA A A A A",86,"C"
"ChabrierEspana",5,"Fifth theme","G A BbC D E F E D C",109,"C"
"ChabrierHabanera",1,"Habanera","G G G G A A B B B C",0,"C"
"ChaminadeCallirhoe",1,"Main theme","E D E D C#B A G F#E",0,"C"
"ChaminadeFlattrer",1,"Main theme","D E F#A G G G F#A G",0,"C"
"ChaminadeScarfDance",1,"Main theme","C B C B C F F F F Bb",0,"C"
"ChaminadeSerenade",1,"Main theme","E G F G A A E G F G E D",0,"C"
"CharlieDarling",1,"Main melody","G C D EbF G C G AbC AbG C",0,"F"
"Charmaine",1,"Verse","C A C A C BbA G C A",0,"E"
"Charmaine",2,"Chorus - the well-known bit.","C F E D C A F E D  C",50,"E"
"Chattanooga",1,"first theme","E F F#G G A B C D C",13,"J"
"Chattanooga",2,"second theme","C C C C A F C BbG E C",39,"J"
"CherryRipe",1,"Main tune for chorus","E G G A G G G C D C B",0,"F"
"CherubiniAveMaria",1,"main theme, soprano entry","F G A BbC D C BbA C",0,"C"
"CherubiniQuartet1M1",1,"main  theme","G C E D C G A B C D",0,"C"
"CherubiniQuartet1M2",1,"main theme","G A G C B F E B C B A G",0,"C"
"CherubiniQuartet1M3",1,"main theme","BbG D BbD BbG G F#A",0,"C"
"CherubiniQuartet1M4",1,"main theme","G C B F E A G C B D",0,"C"
"ChickenDance",1,"Lively first theme","G G A A E E G G G A A E E",0,"E"
"ChickenDance",2,"A gliding second tune","G F#F E G E D D C G F#F E",22,"E"
"ChopinBallade2",1,"Main theme","C C C C C E D C F D C",0,"C"
"ChopinBallade3",1,"First theme","G A B C D E A G F E D",0,"C"
"ChopinBarcarolle",1,"Main theme","C B C D C A F A D C",0,"C"
"ChopinBerceuse",1,"Main theme","E D G E D E C A B D G C",0,"C"
"ChopinEcossaise1",1,"Main theme","F#A B A G A B A F#A",0,"C"
"ChopinEcossaise2",1,"Main theme","B C D E D B C D C A",0,"C"
"ChopinEtude3InE",1,"Main and best-known theme.","G C B C D E E D E F",0,"W"
"ChopinFantasieImpromptu",1,"This incredibly fast and vituosic semi-quaver passage in C# minor is theme A of the ABA ternary form of this fantasy.","E F E EbE A C B A B",0,"C"
"ChopinFantasieImpromptu",2,"This languid melody in Db major contasts sharply with the previous passages. It forms theme B of the ABA ternary form.","G A G C D E G F E D",66,"W"
"ChopinMazurkaBb",1,"Mazurka in Bb Op 7 No 1","G G A B C D E F G A ",0,"C"
"ChopinMazurkaOp33No2",1,"Main theme","A C#D E F#G F#E D C#B A",0,"C"
"ChopinMazurkaOp59No2",1,"Main theme","E F E D C E F G A F#A G",0,"C"
"ChopinMazurkaOp63No3",1,"Main tune","C F E A B A AbB B C B A C",0,"C"
"ChopinMazurkaOp68No2",1,"Main theme","E A C E E C EbE E A",0,"C"
"ChopinNocturneNo10inAb",1,"Main theme","C B C EbC C BbAbEbC",0,"C"
"ChopinNocturneNo11inGminor",1,"main theme","D C BbBbA BbBbA G F#",0,"C"
"ChopinNocturneNo12inG",1,"First theme, a skippy tune in the tonic (G major)","A B C C#E D A B C",0,"C"
"ChopinNocturneNo12inG",2,"Second theme, a lilting tune in the sub-dominant (C major)","A G G G A G G G E E D C",0,"C"
"ChopinNocturneNo13inCminor",1,"main theme, a slow sombre tune in C minor","G AbG D EbF EbD EbF G C",0,"C"
"ChopinNocturneNo13inCminor",2,"second theme, a brighter tune in the tonic major key (C major)","E D E F E G C E G E D C",0,"C"
"ChopinNocturneNo14inFsharpminor",1,"main theme","E E D C B D C B A B F#G A",0,"C"
"ChopinNocturneNo15inFminor",1,"main theme","E A G F E EbE F E",0,"C"
"ChopinNocturneNo16inEb",1,"Main tune","G B C F E AbA",0,"C"
"ChopinNocturneNo17inB",1,"main theme","C B A G E D C C B A G",0,"C"
"ChopinNocturneNo18inE",1,"main theme","G E F G B C A G D E C",0,"C"
"ChopinNocturneNo19inEminor",1,"main theme","C B A AbA F E B F E F C B",0,"C"
"ChopinNocturneNo1inBbMinor",1,"Nocturne No 1 in Bb minor, Op 9 No 1","A B C AbA F E E E E ",0,"C"
"ChopinNocturneNo2inEb",1,"Nocturne in Eb","G E D E D C G E A A E G F",0,"W"
"ChopinNocturneNo3inB",1,"main tune","G E EbE EbD EbD E F G",0,"C"
"ChopinNocturneNo4inF",1,"main theme","C F E D E C D E F G A",0,"C"
"ChopinNocturneNo5inFsharp",1,"main tune","E F E D B G G G G C E A G",0,"C"
"ChopinNocturneNo6inGminor",1,"Main theme","D G BbA BbG  A BbC D",0,"C"
"ChopinNocturneNo7inCsharpminor",1,"main theme","EbE E E F EbC#C B C",0,"C"
"ChopinNocturneNo8inDb",1,"Nocturne No 8 in Db Op 27 No 2","E D C E G C E A G Eb",0,"C"
"ChopinNocturneNo9inB",1,"main tune","E F E D E C E C A G",0,"C"
"ChopinPianoConc1M1",1,"First theme. After a fiery dramatic opening, the first theme appears in the fifth bar.","E A AbA C E E E A Ab",0,"C"
"ChopinPianoConc1M1",2,"2nd theme","E C D E A B C B A E ",45,"C"
"ChopinPianoConc1M1",3,"3rd theme","C E F G A B C D E D ",108,"W"
"ChopinPianoConc1M2",1,"Main theme.","C D E F G A G A G F",0,"C"
"ChopinPianoConc1M3",1,"Piano Concerto No 1 in E minor 3rd Movt main theme","G G C E D B G C E F ",0,"C"
"ChopinPianoConc2M1",1,"First theme","F AbBbC BbAbG F E F G Ab",0,"C"
"ChopinPianoConc2M1",2,"Second theme","C C AbF E F C#C BbAb",206,"C"
"ChopinPianoConc2M2",1,"Main slow lyrical theme","C C#C BbEbAbG F G",0,"C"
"ChopinPianoConc2M3",1,"First theme","C C D E F G AbBbAbG C",0,"C"
"ChopinPolonaiseInAOp40No1",1,"First theme in A major.","C G G G A B C D E C",0,"C"
"ChopinPolonaiseInAOp40No1",2,"Second theme in D major","C G C G C G D G D G",77,"W"
"ChopinPolonaiseOp53",1,"Main theme","A G G E F A G G F#G",0,"C"
"ChopinPrelude02",1,"Main theme after 2 bars accompaniment figure in left hand.","E B D D E D A B B B B",0,"C"
"ChopinPrelude03",1,"1This theme appears in the right hand, after 2 bars of a vivace figure in the left hand","D B E D C B G F#E A",0,"C"
"ChopinPrelude04",1,"Main theme","B B B C B C B C B Bb A",0,"C"
"ChopinPrelude06",1,"This 'cello-like' passage in the left hand is the main theme.","B D F#B D C#D B F#D C#B",0,"C"
"ChopinPrelude07",1,"The short and sweet theme of Chopin's shortest prelude.","E C#D B B B F#EbE A A A",0,"C"
"ChopinPrelude09",1,"Main theme","G G G G A A B B B B C",0,"C"
"ChopinPrelude10",1,"Main theme","E F E F E EbA F E C B",0,"C"
"ChopinPrelude11",1,"Main theme","G F#G A G F E D G A G",0,"C"
"ChopinPrelude13",1,"Lento and mellow theme","E E E F D E E E E F E D E",0,"C"
